Step, Discriminator loss, Generator loss, Observer loss, Control factor
385 , 1.1206591 , 1.1121488 , 0.0 , 0.9566595548946744 
396 , 1.1015915 , 1.0930386 , 0.0 , 0.9566595548946744 
407 , 1.0713089 , 1.0607905 , 1.00664971884677 , 0.9566595548946744 
418 , 1.0567126 , 1.0482814 , 1.0066456133093582 , 0.9566595548946744 
429 , 1.0456626 , 1.0361103 , 1.0066684218505344 , 0.9566595548946744 
440 , 1.0090733 , 0.99995714 , 1.0064907433147718 , 0.9566595548946744 
451 , 0.9870192 , 0.9756138 , 1.0064200368371257 , 0.9566595548946744 
462 , 0.9708027 , 0.9605006 , 1.0063586818613617 , 0.9566595548946744 
473 , 0.9416274 , 0.93047565 , 1.0062574119385395 , 0.9566595548946744 
484 , 0.913221 , 0.9024523 , 1.006167774371717 , 0.9566595548946744 
495 , 0.8999543 , 0.8880329 , 1.0061139462145412 , 0.9566595548946744 
506 , 0.8806224 , 0.8700876 , 1.006036397174542 , 0.9566595548946744 
517 , 0.85042346 , 0.83793736 , 1.0058760531300734 , 0.9566595548946744 
528 , 0.8313614 , 0.8201269 , 1.0058246198697212 , 0.9566595548946744 
539 , 0.80702317 , 0.79427135 , 1.0056899354340758 , 0.9566595548946744 
550 , 0.78674364 , 0.77605426 , 1.0056767064801937 , 0.9566595548946744 
561 , 0.76413643 , 0.7508491 , 1.0054969751757252 , 0.9566595548946744 
572 , 0.75001425 , 0.7381381 , 1.0053459826331388 , 0.9566595548946744 
583 , 0.72405124 , 0.7111262 , 1.0052843995719631 , 0.9566595548946744 
594 , 0.7056102 , 0.69357884 , 1.0050695431140835 , 0.9566595548946744 
605 , 0.68173265 , 0.66824436 , 1.0050148026152605 , 0.9566595548946744 
616 , 0.6593324 , 0.6469541 , 1.0046975358074997 , 0.9566595548946744 
627 , 0.64698005 , 0.63356805 , 1.0047846644347926 , 0.9566595548946744 
638 , 0.62635183 , 0.61354214 , 1.0046124599489126 , 0.9566595548946744 
649 , 0.6117678 , 0.5981387 , 1.0045121023677372 , 0.9566595548946744 
660 , 0.5988451 , 0.58675903 , 1.004427938850797 , 0.9566595548946744 
671 , 0.5849606 , 0.5719402 , 1.004305571027387 , 0.9566595548946744 
682 , 0.5618809 , 0.54952776 , 1.004044641316331 , 0.9566595548946744 
693 , 0.5503197 , 0.53724366 , 1.0038985526100976 , 0.9566595548946744 
704 , 0.5393977 , 0.52737665 , 1.003922045407509 , 0.9566595548946744 
715 , 0.51487094 , 0.5013125 , 1.0034597162778678 , 0.9566595548946744 
726 , 0.5069286 , 0.49491405 , 1.003584935168925 , 0.9566595548946744 
737 , 0.4967134 , 0.4842969 , 1.0032245602183412 , 0.9566595548946744 
748 , 0.49704492 , 0.4852597 , 1.0033082675644578 , 0.9566595548946744 
759 , 0.48062974 , 0.4683627 , 1.003092726850343 , 0.9566595548946744 
770 , 0.46395338 , 0.45198664 , 1.002880835502816 , 0.9566595548946744 
781 , 0.45815802 , 0.44606867 , 1.0026962003619948 , 0.9566595548946744 
792 , 0.44498855 , 0.43362263 , 1.0024153131774098 , 0.9566595548946744 
803 , 0.44998604 , 0.43800786 , 1.0026285730374074 , 0.9566595548946744 
814 , 0.44692397 , 0.43605515 , 1.0024662902669388 , 0.9566595548946744 
825 , 0.44220465 , 0.4313487 , 1.0023793897250575 , 0.9566595548946744 
836 , 0.43109617 , 0.42045906 , 1.0024173659461157 , 0.9566595548946744 
847 , 0.4338075 , 0.42304724 , 1.0022613555244706 , 0.9566595548946744 
858 , 0.43633717 , 0.4263251 , 1.0024310510708214 , 0.9566595548946744 
869 , 0.434836 , 0.42430022 , 1.002326131781411 , 0.9566595548946744 
880 , 0.43536758 , 0.42481917 , 1.0022353537875297 , 0.9566595548946744 
891 , 0.41829112 , 0.4074891 , 1.001812597476829 , 0.9566595548946744 
902 , 0.5108862 , 0.49803007 , 1.0026644964897597 , 0.9566595548946744 
913 , 0.43523717 , 0.42490643 , 1.0024049352911748 , 0.9566595548946744 
924 , 0.4442653 , 0.43469045 , 1.0021548396371778 , 0.9566595548946744 
935 , 0.43629038 , 0.42554998 , 1.0023004721725879 , 0.9566595548946744 
946 , 0.42878187 , 0.4183427 , 1.0022865589624703 , 0.9566595548946744 
957 , 0.42609218 , 0.41508937 , 1.002058815678826 , 0.9566595548946744 
968 , 0.438942 , 0.42891595 , 1.0022289673960003 , 0.9566595548946744 
979 , 0.42552567 , 0.41557002 , 1.002131574925178 , 0.9566595548946744 
990 , 0.42830744 , 0.41807222 , 1.0022729878804704 , 0.9566595548946744 
1001 , 0.42891344 , 0.41786793 , 1.0021778762637656 , 0.9566595548946744 
1012 , 0.4412574 , 0.43009835 , 1.0018568460467108 , 0.9566595548946744 
1023 , 0.4220389 , 0.412313 , 1.0020264275503559 , 0.9566595548946744 
1034 , 0.42922086 , 0.41893166 , 1.0019933551656504 , 0.9566595548946744 
1045 , 0.41639447 , 0.4057121 , 1.001887295449181 , 0.9566595548946744 
1056 , 0.44616306 , 0.43598032 , 1.0023619411910576 , 0.9566595548946744 
1067 , 0.42090946 , 0.4103365 , 1.0020407969312968 , 0.9566595548946744 
1078 , 0.42765322 , 0.4172572 , 1.0021000991383548 , 0.9566595548946744 
1089 , 0.42036742 , 0.4095925 , 1.0019144376131808 , 0.9566595548946744 
1100 , 0.8024858 , 0.79701746 , 1.0020370335220028 , 0.9566595548946744 
1111 , 0.42230514 , 0.4116755 , 1.0019928989948268 , 0.9566595548946744 
1122 , 0.4225037 , 0.4122483 , 1.0019595985247096 , 0.9566595548946744 
1133 , 0.41841352 , 0.4077819 , 1.00211823192859 , 0.9566595548946744 
1144 , 0.41837013 , 0.40845844 , 1.001358479422011 , 0.9566595548946744 
1155 , 0.41533464 , 0.40484238 , 1.0017933242595352 , 0.9566595548946744 
1166 , 0.42033327 , 0.40978187 , 1.0019651866172978 , 0.9566595548946744 
1177 , 0.41161877 , 0.40089124 , 1.0016560168416544 , 0.9566595548946744 
1188 , 0.41637152 , 0.40603346 , 1.0014288437715395 , 0.9566595548946744 
1199 , 0.41176254 , 0.40094697 , 1.0018391694272992 , 0.9566595548946744 
1210 , 0.41455173 , 0.4047571 , 1.0016500866209486 , 0.9566595548946744 
1221 , 0.40738308 , 0.39763063 , 1.001683159005654 , 0.9566595548946744 
1232 , 0.41014978 , 0.40006182 , 1.0018227472776524 , 0.9566595548946744 
1243 , 0.39970064 , 0.38977215 , 1.0014126497073046 , 0.9566595548946744 
1254 , 0.40515563 , 0.39477205 , 1.001632638086949 , 0.9566595548946744 
1265 , 0.4015929 , 0.39207035 , 1.0015221307049502 , 0.9566595548946744 
1276 , 0.39958572 , 0.39008546 , 1.0013502683471875 , 0.9566595548946744 
1287 , 0.40751675 , 0.39732856 , 1.0016106278447139 , 0.9566595548946744 
1298 , 0.39766338 , 0.38751262 , 1.001747479091771 , 0.9566595548946744 
1309 , 0.41275868 , 0.40242326 , 1.0017595676185944 , 0.9566595548946744 
1320 , 0.4072544 , 0.39642185 , 1.001416070988481 , 0.9566595548946744 
1331 , 0.4061387 , 0.39572695 , 1.0015768712037731 , 0.9566595548946744 
1342 , 0.39505264 , 0.38518137 , 1.0013475313222464 , 0.9566595548946744 
1353 , 0.39388788 , 0.3845467 , 1.0012641661042474 , 0.9566595548946744 
1364 , 0.40183023 , 0.39172733 , 1.0014327212235397 , 0.9566595548946744 
1375 , 0.3908972 , 0.38142198 , 1.0011159105866023 , 0.9566595548946744 
1386 , 0.39752614 , 0.3877154 , 1.001140087640249 , 0.9566595548946744 
1397 , 0.40017703 , 0.39027253 , 1.0014407042129512 , 0.9566595548946744 
1408 , 0.39640513 , 0.38692117 , 1.0015437988190676 , 0.9566595548946744 
1419 , 0.3962931 , 0.38647076 , 1.0013435398275405 , 0.9566595548946744 
1430 , 0.3903544 , 0.38134176 , 1.0015087877083622 , 0.9566595548946744 
1441 , 0.3931902 , 0.38355356 , 1.0012251634988363 , 0.9566595548946744 
1452 , 0.39105338 , 0.38175 , 1.0009008260433108 , 0.9566595548946744 
1463 , 0.39596874 , 0.38607085 , 1.0014624863697745 , 0.9566595548946744 
1474 , 0.39702696 , 0.38743988 , 1.0009490661078984 , 0.9566595548946744 
1485 , 0.4043182 , 0.39507267 , 1.0015534924490674 , 0.9566595548946744 
1496 , 0.3943116 , 0.38417476 , 1.0013338461975407 , 0.9566595548946744 
1507 , 0.38638657 , 0.37666792 , 1.0011441931776608 , 0.9566595548946744 
1518 , 0.3844877 , 0.3747251 , 1.0010353964362502 , 0.9566595548946744 
1529 , 0.3800226 , 0.37053028 , 1.0008465417153114 , 0.9566595548946744 
1540 , 0.37667662 , 0.36737427 , 1.000935038855075 , 0.9566595548946744 
1551 , 0.38193312 , 0.37312353 , 1.0008308038218998 , 0.9566595548946744 
1562 , 0.38592017 , 0.376371 , 1.0010728024437792 , 0.9566595548946744 
1573 , 0.3829695 , 0.37376523 , 1.0008932992247226 , 0.9566595548946744 
1584 , 0.38336197 , 0.37437743 , 1.0009386882216633 , 0.9566595548946744 
1595 , 0.38462976 , 0.37585926 , 1.0011386050850726 , 0.9566595548946744 
1606 , 0.38358885 , 0.37435326 , 1.000888053260252 , 0.9566595548946744 
1617 , 0.38118497 , 0.37212843 , 1.0009929725496625 , 0.9566595548946744 
1628 , 0.3772058 , 0.36866006 , 1.0008102761348412 , 0.9566595548946744 
1639 , 0.3698043 , 0.36082664 , 1.0005559609007266 , 0.9566595548946744 
1650 , 0.3804409 , 0.37161785 , 1.0006154911931966 , 0.9566595548946744 
1661 , 0.37806538 , 0.36942834 , 1.0007931697289592 , 0.9566595548946744 
1672 , 0.375228 , 0.36590153 , 1.0008221365762529 , 0.9566595548946744 
1683 , 0.37040395 , 0.36166894 , 1.0003326652826119 , 0.9566595548946744 
1694 , 0.38527793 , 0.37653702 , 1.0009507767484866 , 0.9566595548946744 
1705 , 0.37402153 , 0.36558056 , 1.0005637158047267 , 0.9566595548946744 
1716 , 0.37392828 , 0.36499944 , 1.0006118418266083 , 0.9566595548946744 
1727 , 0.36331695 , 0.35475934 , 1.000266406470495 , 0.9566595548946744 
1738 , 0.37251797 , 0.3636503 , 1.000198322975084 , 0.9566595548946744 
1749 , 0.36592472 , 0.3573313 , 1.0002697137089656 , 0.9566595548946744 
1760 , 0.37101588 , 0.36211398 , 1.0005737515628441 , 0.9566595548946744 
1771 , 0.369729 , 0.3609577 , 1.0005917703103733 , 0.9566595548946744 
1782 , 0.36664045 , 0.3574057 , 1.0006203950295494 , 0.9566595548946744 
1793 , 0.36665156 , 0.35800806 , 1.00042435561814 , 0.9566595548946744 
1804 , 0.3672278 , 0.35847566 , 1.0003448678521412 , 0.9566595548946744 
1815 , 0.36768073 , 0.35895777 , 1.000519239149433 , 0.9566595548946744 
1826 , 0.36271346 , 0.35379368 , 1.000507720836139 , 0.9566595548946744 
1837 , 0.3584969 , 0.34992862 , 0.9999440077409695 , 0.9566595548946744 
1848 , 0.36437666 , 0.3557697 , 1.0001864625336725 , 0.9566595548946744 
1859 , 0.35742727 , 0.34897405 , 1.0000417423399095 , 0.9566595548946744 
1870 , 0.3565324 , 0.34815487 , 1.0001175807393203 , 0.9566595548946744 
1881 , 0.36290544 , 0.35475 , 1.00017711103179 , 0.9566595548946744 
1892 , 0.35941142 , 0.35095477 , 0.9999284979329697 , 0.9566595548946744 
1903 , 0.36280662 , 0.35423136 , 1.0002514668760245 , 0.9566595548946744 
1914 , 0.35552615 , 0.3472461 , 0.9998178765082651 , 0.9566595548946744 
1925 , 0.3566442 , 0.34843922 , 0.9998037352127359 , 0.9566595548946744 
1936 , 0.3531037 , 0.3444456 , 0.9998589318823823 , 0.9566595548946744 
1947 , 0.3563345 , 0.34908798 , 0.9998794595694409 , 0.9566595548946744 
1958 , 0.34770805 , 0.3400163 , 0.9998637216760293 , 0.9566595548946744 
1969 , 0.3562254 , 0.34712547 , 0.9998262016257945 , 0.9566595548946744 
1980 , 0.35572553 , 0.34745324 , 0.9997512755680307 , 0.9566595548946744 
1991 , 0.3467648 , 0.339948 , 0.9994285347103875 , 0.9566595548946744 
2002 , 0.42480022 , 0.41280955 , 0.9994645722054459 , 0.9566595548946744 
2013 , 0.35296255 , 0.34510636 , 0.9996203545416793 , 0.9566595548946744 
2024 , 0.34502718 , 0.33757263 , 0.9994483781412108 , 0.9566595548946744 
2035 , 0.34889203 , 0.34111047 , 0.9996427069120319 , 0.9566595548946744 
2046 , 0.34595937 , 0.3385058 , 0.9996739546134433 , 0.9566595548946744 
2057 , 0.35082892 , 0.34314096 , 0.9995236463270922 , 0.9566595548946744 
2068 , 0.34641474 , 0.3387589 , 0.9997973488212065 , 0.9566595548946744 
2079 , 0.3435878 , 0.3365792 , 0.9990348592896865 , 0.9566595548946744 
2090 , 0.34682637 , 0.33902222 , 0.9993715133574471 , 0.9566595548946744 
2101 , 0.34218273 , 0.33498123 , 0.9991067061943915 , 0.9566595548946744 
2112 , 0.34429342 , 0.33633947 , 0.9993200800970947 , 0.9566595548946744 
2123 , 0.35076043 , 0.34324244 , 0.9996340396663851 , 0.9566595548946744 
2134 , 0.3462764 , 0.33860552 , 0.9993030877339185 , 0.9566595548946744 
2145 , 0.34220287 , 0.33485547 , 0.9990753444502742 , 0.9566595548946744 
2156 , 0.34776935 , 0.3401239 , 0.9990353154605099 , 0.9566595548946744 
2167 , 0.34382948 , 0.33668175 , 0.9990810465855683 , 0.9566595548946744 
2178 , 0.3438168 , 0.33631426 , 0.9990375963146276 , 0.9566595548946744 
2189 , 0.35491782 , 0.3472236 , 1.0000053627167333 , 0.9566595548946744 
2200 , 0.6793816 , 0.6722187 , 0.9992465225518016 , 0.9566595548946744 
2211 , 0.34146747 , 0.33399054 , 0.9990423861082746 , 0.9566595548946744 
2222 , 0.34270927 , 0.3352428 , 0.9991687454263907 , 0.9566595548946744 
2233 , 0.33549273 , 0.32855755 , 0.998633885135809 , 0.9566595548946744 
2244 , 0.33610362 , 0.32873926 , 0.9992705855627424 , 0.9566595548946744 
2255 , 0.34001058 , 0.3323283 , 0.9989896983781577 , 0.9566595548946744 
2266 , 0.3361252 , 0.32875115 , 0.9990724933826272 , 0.9566595548946744 
2277 , 0.33469748 , 0.32754984 , 0.9986060587155741 , 0.9566595548946744 
2288 , 0.34100705 , 0.33335048 , 0.9989281153169819 , 0.9566595548946744 
2299 , 0.33834246 , 0.33131647 , 0.9988503381915711 , 0.9566595548946744 
2310 , 0.33716202 , 0.3305641 , 0.9986370783315737 , 0.9566595548946744 
2321 , 0.33621898 , 0.3293569 , 0.9986176910715739 , 0.9566595548946744 
2332 , 0.3347594 , 0.32771838 , 0.9986947839407494 , 0.9566595548946744 
2343 , 0.33331475 , 0.32635203 , 0.9984466270127524 , 0.9566595548946744 
2354 , 0.333457 , 0.32662416 , 0.9981587832231089 , 0.9566595548946744 
2365 , 0.33652082 , 0.32931846 , 0.9987752980911014 , 0.9566595548946744 
2376 , 0.33635235 , 0.32950112 , 0.9985360364941631 , 0.9566595548946744 
2387 , 0.33091766 , 0.32378107 , 0.9985474407647512 , 0.9566595548946744 
2398 , 0.3324723 , 0.32538128 , 0.99827088720299 , 0.9566595548946744 
2409 , 0.33466303 , 0.32789645 , 0.9984970338887519 , 0.9566595548946744 
2420 , 0.32986712 , 0.32335547 , 0.9985532569427512 , 0.9566595548946744 
2431 , 0.32685247 , 0.32011902 , 0.9980075625951108 , 0.9566595548946744 
2442 , 0.3291332 , 0.32283518 , 0.9986382187586325 , 0.9566595548946744 
2453 , 0.32851085 , 0.32215366 , 0.9981551338565208 , 0.9566595548946744 
2464 , 0.32811558 , 0.32182312 , 0.99783011214476 , 0.9566595548946744 
2475 , 0.33255196 , 0.32612735 , 0.9984167478238116 , 0.9566595548946744 
2486 , 0.32744265 , 0.32113066 , 0.9978894143518181 , 0.9566595548946744 
2497 , 0.32972407 , 0.3229686 , 0.9983832192682827 , 0.9566595548946744 
2508 , 0.3234777 , 0.3175833 , 0.9980491881827573 , 0.9566595548946744 
2519 , 0.32665664 , 0.3196844 , 0.9978212168137013 , 0.9566595548946744 
2530 , 0.32804975 , 0.32153368 , 0.9976609868119385 , 0.9566595548946744 
2541 , 0.3253054 , 0.31895742 , 0.9977291843500553 , 0.9566595548946744 
2552 , 0.32594654 , 0.31965482 , 0.9978889581809945 , 0.9566595548946744 
2563 , 0.32961693 , 0.32319477 , 0.9980676631011101 , 0.9566595548946744 
2574 , 0.32263336 , 0.31666747 , 0.9977342022291141 , 0.9566595548946744 
2585 , 0.32481757 , 0.31904626 , 0.9976281425126449 , 0.9566595548946744 
2596 , 0.32310662 , 0.31724963 , 0.9975347415365283 , 0.9566595548946744 
2607 , 0.31921697 , 0.3137853 , 0.9973733711077067 , 0.9566595548946744 
2618 , 0.32014182 , 0.31408808 , 0.9973268416837073 , 0.9566595548946744 
2629 , 0.31723207 , 0.3119271 , 0.996779094567361 , 0.9566595548946744 
2640 , 0.32034805 , 0.31500417 , 0.9974339277845296 , 0.9566595548946744 
2651 , 0.31889495 , 0.3136888 , 0.9971593129487681 , 0.9566595548946744 
2662 , 0.31892186 , 0.31317434 , 0.9972450730635907 , 0.9566595548946744 
2673 , 0.32008418 , 0.31436348 , 0.9972589862737081 , 0.9566595548946744 
2684 , 0.31791943 , 0.31224978 , 0.9975678139212338 , 0.9566595548946744 
2695 , 0.31408727 , 0.30882382 , 0.9965644661948931 , 0.9566595548946744 
2706 , 0.3202312 , 0.3149201 , 0.9972106321664146 , 0.9566595548946744 
2717 , 0.32090825 , 0.31525052 , 0.9973120161319428 , 0.9566595548946744 
2728 , 0.32087177 , 0.3151066 , 0.9971615938028858 , 0.9566595548946744 
2739 , 0.32229096 , 0.31613392 , 0.9976162820712332 , 0.9566595548946744 
2750 , 0.31835085 , 0.3130581 , 0.9971972891698265 , 0.9566595548946744 
2761 , 0.3220919 , 0.31659952 , 0.9972694782026492 , 0.9566595548946744 
2772 , 0.31967503 , 0.31381786 , 0.996625821170657 , 0.9566595548946744 
2783 , 0.31904048 , 0.3137005 , 0.9970372872534755 , 0.9566595548946744 
2794 , 0.3223023 , 0.3166835 , 0.9967797788235964 , 0.9566595548946744 
2805 , 0.31530055 , 0.31013373 , 0.9966292424518335 , 0.9566595548946744 
2816 , 0.3178692 , 0.31315595 , 0.9968290452725369 , 0.9566595548946744 
2827 , 0.3157605 , 0.31078157 , 0.9963952268193658 , 0.9566595548946744 
2838 , 0.31184518 , 0.30680406 , 0.9971114150122982 , 0.9566595548946744 
2849 , 0.31794557 , 0.31221187 , 0.9971896483085325 , 0.9566595548946744 
2860 , 0.31904447 , 0.31353664 , 0.9963956829901893 , 0.9566595548946744 
2871 , 0.31994632 , 0.31478488 , 0.9966655080323036 , 0.9566595548946744 
2882 , 0.31398806 , 0.30947855 , 0.9966591216407743 , 0.9566595548946744 
2893 , 0.31602788 , 0.31073496 , 0.9964408439017182 , 0.9566595548946744 
2904 , 0.31427872 , 0.30936512 , 0.996453388599365 , 0.9566595548946744 
2915 , 0.31300098 , 0.30810994 , 0.99604625613937 , 0.9566595548946744 
2926 , 0.31520852 , 0.31021136 , 0.9961012247236046 , 0.9566595548946744 
2937 , 0.315382 , 0.31023005 , 0.9965008303650115 , 0.9566595548946744 
2948 , 0.3099989 , 0.30527252 , 0.9966151011563043 , 0.9566595548946744 
2959 , 0.3139356 , 0.3087717 , 0.9964663894678355 , 0.9566595548946744 
2970 , 0.313084 , 0.30836302 , 0.9956135781132577 , 0.9566595548946744 
2981 , 0.31422412 , 0.30939066 , 0.996302053928661 , 0.9566595548946744 
2992 , 0.31258836 , 0.3081193 , 0.995682231822198 , 0.9566595548946744 
3003 , 0.3143135 , 0.3096755 , 0.9960598272213699 , 0.9566595548946744 
3014 , 0.31378683 , 0.3089123 , 0.9956913552386685 , 0.9566595548946744 
3025 , 0.31679466 , 0.31182802 , 0.9965439385078345 , 0.9566595548946744 
3036 , 0.3186036 , 0.3133926 , 0.9957455255239619 , 0.9566595548946744 
3047 , 0.3111774 , 0.3060296 , 0.9955939627678461 , 0.9566595548946744 
3058 , 0.30912623 , 0.30456966 , 0.99594658281443 , 0.9566595548946744 
3069 , 0.3109157 , 0.30619773 , 0.9956249823838458 , 0.9566595548946744 
3080 , 0.3103977 , 0.30551225 , 0.9958108719944317 , 0.9566595548946744 
3091 , 0.31060526 , 0.3062385 , 0.995669801167257 , 0.9566595548946744 
3102 , 0.36076328 , 0.35274968 , 0.9956456241136102 , 0.9566595548946744 
3113 , 0.30875346 , 0.30471408 , 0.9951010701930286 , 0.9566595548946744 
3124 , 0.30883312 , 0.30427992 , 0.9951404149265576 , 0.9566595548946744 
3135 , 0.30903864 , 0.30522272 , 0.9955206333079647 , 0.9566595548946744 
3146 , 0.3107853 , 0.30665755 , 0.9953318926297317 , 0.9566595548946744 
3157 , 0.3084599 , 0.3044076 , 0.9951834090266747 , 0.9566595548946744 
3168 , 0.3127685 , 0.3084196 , 0.9954617872717301 , 0.9566595548946744 
3179 , 0.31056952 , 0.30611247 , 0.995237693354674 , 0.9566595548946744 
3190 , 0.309452 , 0.30508628 , 0.995924572572195 , 0.9566595548946744 
3201 , 0.31191954 , 0.30723748 , 0.995592138084552 , 0.9566595548946744 
3212 , 0.30699942 , 0.3030563 , 0.9951854617953805 , 0.9566595548946744 
3223 , 0.3077739 , 0.3035269 , 0.9952908372556145 , 0.9566595548946744 
3234 , 0.30554143 , 0.30139825 , 0.9951517051544397 , 0.9566595548946744 
3245 , 0.3095482 , 0.30510095 , 0.9949108469596192 , 0.9566595548946744 
3256 , 0.31011024 , 0.30610237 , 0.9946104584723288 , 0.9566595548946744 
3267 , 0.30761668 , 0.3037736 , 0.9951642498520866 , 0.9566595548946744 
3278 , 0.3074941 , 0.30379418 , 0.9948348945175024 , 0.9566595548946744 
3289 , 0.30638823 , 0.3023855 , 0.9945245843148004 , 0.9566595548946744 
3300 , 0.55277014 , 0.5425781 , 0.9945630167066822 , 0.9566595548946744 
3311 , 0.30720574 , 0.30336317 , 0.9949998002702063 , 0.9566595548946744 
3322 , 0.30850774 , 0.30449575 , 0.9949968351598534 , 0.9566595548946744 
3333 , 0.30986068 , 0.3050467 , 0.9951457749337339 , 0.9566595548946744 
3344 , 0.30757692 , 0.30350745 , 0.9946615496045634 , 0.9566595548946744 
3355 , 0.30751833 , 0.30318317 , 0.9946330389280932 , 0.9566595548946744 
3366 , 0.30572113 , 0.30183193 , 0.9945610779806823 , 0.9566595548946744 
3377 , 0.3070533 , 0.3032754 , 0.9945383834822119 , 0.9566595548946744 
3388 , 0.30422667 , 0.30071706 , 0.994003751277042 , 0.9566595548946744 
3399 , 0.30772653 , 0.30386448 , 0.9947089913702098 , 0.9566595548946744 
3410 , 0.30835488 , 0.30447122 , 0.9939490107782192 , 0.9566595548946744 
3421 , 0.30519405 , 0.30180284 , 0.9941428833782168 , 0.9566595548946744 
3432 , 0.30533993 , 0.3017755 , 0.9933757180957555 , 0.9566595548946744 
3443 , 0.30273035 , 0.29959998 , 0.9936467976076346 , 0.9566595548946744 
3454 , 0.30433515 , 0.30090696 , 0.9936389286609288 , 0.9566595548946744 
3465 , 0.30563506 , 0.30183074 , 0.9940201734266889 , 0.9566595548946744 
3476 , 0.30622387 , 0.30275977 , 0.9937917458868093 , 0.9566595548946744 
3487 , 0.3046366 , 0.3011335 , 0.9940695539183353 , 0.9566595548946744 
3498 , 0.30586436 , 0.30218554 , 0.9928811148803498 , 0.9566595548946744 
3509 , 0.30332017 , 0.30025893 , 0.993511314873048 , 0.9566595548946744 
3520 , 0.3051009 , 0.30175203 , 0.9940356832346887 , 0.9566595548946744 
3531 , 0.30474803 , 0.30126897 , 0.9934016057899905 , 0.9566595548946744 
3542 , 0.3044299 , 0.30112305 , 0.9937414530535158 , 0.9566595548946744 
3553 , 0.3055954 , 0.30209386 , 0.9939902942377481 , 0.9566595548946744 
3564 , 0.30403888 , 0.3003747 , 0.9938496795813968 , 0.9566595548946744 
3575 , 0.30351856 , 0.3003689 , 0.9935366323537536 , 0.9566595548946744 
3586 , 0.30499244 , 0.30176583 , 0.9931967850902284 , 0.9566595548946744 
3597 , 0.30494392 , 0.3011722 , 0.9937261713309278 , 0.9566595548946744 
3608 , 0.3028181 , 0.30010077 , 0.9933023886358741 , 0.9566595548946744 
3619 , 0.30285805 , 0.3000683 , 0.9930302827396421 , 0.9566595548946744 
3630 , 0.30398598 , 0.30095133 , 0.9938126157019855 , 0.9566595548946744 
3641 , 0.30484998 , 0.30147916 , 0.9935697047384591 , 0.9566595548946744 
3652 , 0.30323765 , 0.29984376 , 0.9929967541841132 , 0.9566595548946744 
3663 , 0.30359143 , 0.30057585 , 0.992921143870114 , 0.9566595548946744 
3674 , 0.30390704 , 0.3004673 , 0.9930904972883473 , 0.9566595548946744 
3685 , 0.30211297 , 0.2989687 , 0.9932111544711694 , 0.9566595548946744 
3696 , 0.30251533 , 0.29937926 , 0.993181731453052 , 0.9566595548946744 
3707 , 0.30353883 , 0.30048606 , 0.9935557915283416 , 0.9566595548946744 
3718 , 0.30308506 , 0.30022132 , 0.9933319256966973 , 0.9566595548946744 
3729 , 0.30233127 , 0.29948187 , 0.9930901551602296 , 0.9566595548946744 
